120,-580
120.268,-580.111
121.34,-580.557
121.608,-580.669
122.145,-580.892
122.681,-581.114
123.217,-581.337
123.753,-581.56
124.289,-581.783
124.826,-582.006
125.362,-582.229
125.898,-582.452
126.434,-582.675
126.97,-582.898
127.506,-583.121
128.043,-583.343
128.579,-583.566
129.115,-583.789
129.651,-584.012
130.187,-584.235
130.723,-584.458
131.26,-584.681
131.796,-584.904
132.332,-585.127
132.868,-585.35
133.404,-585.572
133.94,-585.795
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.851,-585.758
133.418,-586.144
132.984,-586.53
132.551,-586.916
132.117,-587.303
131.684,-587.689
131.25,-588.075
130.817,-588.462
130.383,-588.848
129.95,-589.234
129.516,-589.62
129.083,-590.007
128.649,-590.393
128.215,-590.779
127.782,-591.166
127.348,-591.552
126.915,-591.938
126.481,-592.324
126.048,-592.711
125.614,-593.097
125.181,-593.483
124.747,-593.87
124.314,-594.256
123.88,-594.642
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
124.129,-594.42
